epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,357.423,0.53143,94.8072,0.4763,0.97889,0.66667,0.74115,0.59556,0.6871,8.07734,0.93751,8.10828e-05,8.10828e-05,8.10828e-05
94,361.316,0.27246,98.9027,0.32844,0.98029,0.66667,0.764,0.61461,0.6839,8.00932,0.93425,7.20837e-05,7.20837e-05,7.20837e-05
95,365.165,0.69817,40.2816,0.56677,0.98029,0.66667,0.764,0.61461,0.6839,8.00932,0.93425,6.30846e-05,6.30846e-05,6.30846e-05
96,368.971,0.4834,67.3983,0.43012,0.98029,0.66667,0.764,0.61461,0.6839,8.00932,0.93425,5.40855e-05,5.40855e-05,5.40855e-05
97,372.687,0.58243,60.3864,0.6117,0.98029,0.66667,0.764,0.61461,0.6839,8.00932,0.93425,4.50864e-05,4.50864e-05,4.50864e-05
98,376.488,0.40493,57.5279,0.6819,0.98063,0.66667,0.74115,0.59555,0.69032,8.11056,0.93517,3.60873e-05,3.60873e-05,3.60873e-05
99,380.256,0.2128,97.4102,0.2262,0.98063,0.66667,0.74115,0.59555,0.69032,8.11056,0.93517,2.70882e-05,2.70882e-05,2.70882e-05
100,384.137,0.32506,92.4753,0.39898,0.98063,0.66667,0.74115,0.59555,0.69032,8.11056,0.93517,1.80891e-05,1.80891e-05,1.80891e-05
1,4.66298,0.59317,57.3918,0.77413,0,0,0,0,1.13228,6.82277,1.13111,2.727e-05,2.727e-05,2.727e-05
2,8.40167,1.30348,11.2664,1.23379,0,0,0,0,1.03363,6.64702,1.04042,6.04803e-05,6.04803e-05,6.04803e-05
3,11.9977,0.74923,30.9158,0.82831,0,0,0,0,0.84931,6.53938,0.95623,9.0091e-05,9.0091e-05,9.0091e-05
4,15.6823,1.02064,19.0773,1.13474,0,0,0,0,0.90955,6.3575,0.9087,0.000116102,0.000116102,0.000116102
5,19.1901,0.32867,109.292,0.48675,0.01611,0.29167,0.01886,0.01548,0.71625,6.81127,0.76054,0.000138513,0.000138513,0.000138513
6,22.7338,0.56211,20.146,0.65856,0.02381,0.16667,0.0173,0.01486,0.65102,6.70549,0.6939,0.000157325,0.000157325,0.000157325
7,26.221,0.52785,60.6348,0.64565,0.02381,0.16667,0.0173,0.01486,0.65102,6.70549,0.6939,0.000172537,0.000172537,0.000172537
8,29.8558,0.68508,21.2382,0.69903,0.03488,0.25,0.04481,0.03801,0.65735,6.47643,0.67832,0.00018415,0.00018415,0.00018415
9,33.4015,0.78488,8.58786,0.88171,0.02625,0.75,0.16428,0.13866,0.63692,6.34426,0.66232,0.000192163,0.000192163,0.000192163
10,36.9923,0.61573,29.9837,0.64715,0.02625,0.75,0.16428,0.13866,0.63692,6.34426,0.66232,0.000196576,0.000196576,0.000196576
11,40.6148,0.85374,29.832,0.87862,0.0139,0.875,0.18977,0.1517,0.6193,6.27621,0.66299,0.000197389,0.000197389,0.000197389
12,44.1672,0.73641,19.3854,0.85502,0.0139,0.875,0.18977,0.1517,0.6193,6.27621,0.66299,0.000194603,0.000194603,0.000194603
13,47.8271,0.76277,23.4863,0.93657,0.00983,0.875,0.23986,0.18208,0.61773,6.31087,0.66834,0.000188218,0.000188218,0.000188218
14,51.3772,0.44468,31.0497,0.57898,0.00983,0.875,0.23986,0.18208,0.61773,6.31087,0.66834,0.000178232,0.000178232,0.000178232
15,54.9722,0.59255,25.6176,0.6841,0.00718,0.875,0.31024,0.22958,0.67694,6.47804,0.67939,0.000164647,0.000164647,0.000164647
16,58.6667,0.55444,26.6684,0.59003,0.00718,0.875,0.31024,0.22958,0.67694,6.47804,0.67939,0.000147463,0.000147463,0.000147463
17,62.2198,0.65267,24.293,0.84466,0.00718,0.875,0.31024,0.22958,0.67694,6.47804,0.67939,0.000126678,0.000126678,0.000126678
18,65.8669,0.6153,32.5147,0.69474,0.00618,1,0.37086,0.26756,0.68587,6.78137,0.69532,0.000102294,0.000102294,0.000102294
19,69.5209,0.97264,19.1626,0.97706,0.00618,1,0.37086,0.26756,0.68587,6.78137,0.69532,7.43107e-05,7.43107e-05,7.43107e-05
20,73.1158,0.47815,24.2161,0.6073,0.00618,1,0.37086,0.26756,0.68587,6.78137,0.69532,4.27275e-05,4.27275e-05,4.27275e-05
1,4.74627,1.17489,64.4182,1.13587,0,0,0,0,1.40791,11.1181,1.20652,2.727e-05,2.727e-05,2.727e-05
2,8.27005,1.10074,67.7843,1.12219,0,0,0,0,1.4235,10.7725,1.21598,6.04803e-05,6.04803e-05,6.04803e-05
3,11.6786,1.25502,37.3319,1.06032,0,0,0,0,1.30486,10.9446,1.0689,9.0091e-05,9.0091e-05,9.0091e-05
4,15.171,0.32398,121.614,0.27962,0,0,0,0,0.86977,10.457,0.95383,0.000116102,0.000116102,0.000116102
5,18.6102,0.79425,73.1895,0.76959,0,0,0,0,0.8186,10.2615,0.9097,0.000138513,0.000138513,0.000138513
6,22.0933,0.93101,34.7572,0.9016,0.00833,0.25,0.00831,0.00665,0.77241,12.3231,0.82621,0.000157325,0.000157325,0.000157325
7,25.5201,0.28741,118.113,0.27265,0.00833,0.25,0.00831,0.00665,0.77241,12.3231,0.82621,0.000172537,0.000172537,0.000172537
8,29.1077,0.82331,34.672,0.67864,0.01351,0.25,0.01647,0.01647,0.74731,11.3338,0.73924,0.00018415,0.00018415,0.00018415
9,32.5976,0.6151,65.3748,0.64166,0.01786,0.5,0.04536,0.03851,0.70564,12.4009,0.6972,0.000192163,0.000192163,0.000192163
10,36.0909,0.37276,73.7049,0.42199,0.01786,0.5,0.04536,0.03851,0.70564,12.4009,0.6972,0.000196576,0.000196576,0.000196576
11,39.6382,0.48152,119.748,0.41677,0.00926,0.5,0.03685,0.03317,0.91261,13.2771,0.74836,0.000197389,0.000197389,0.000197389
12,43.2308,0.50047,86.7408,0.45738,0.00926,0.5,0.03685,0.03317,0.91261,13.2771,0.74836,0.000194603,0.000194603,0.000194603
13,46.912,0.44879,108.153,0.53969,0.00552,0.5,0.02202,0.01982,0.96777,13.0564,0.77594,0.000188218,0.000188218,0.000188218
14,50.6038,0.28362,116.583,0.25362,0.00552,0.5,0.02202,0.01982,0.96777,13.0564,0.77594,0.000178232,0.000178232,0.000178232
15,54.3812,0.47269,75.9712,0.42464,0.00296,0.5,0.0127,0.01143,0.94102,14.5426,0.8214,0.000164647,0.000164647,0.000164647
16,58.2104,0.50928,79.736,0.45324,0.00296,0.5,0.0127,0.01143,0.94102,14.5426,0.8214,0.000147463,0.000147463,0.000147463
17,61.8331,0.25308,115.739,0.2212,0.00296,0.5,0.0127,0.01143,0.94102,14.5426,0.8214,0.000126678,0.000126678,0.000126678
18,65.5937,0.47059,76.06,0.5332,0.00105,0.25,0.01103,0.00882,0.90329,13.6626,0.87048,0.000102294,0.000102294,0.000102294
19,69.755,0.49105,79.0444,0.47902,0.00105,0.25,0.01103,0.00882,0.90329,13.6626,0.87048,7.43107e-05,7.43107e-05,7.43107e-05
20,73.7043,0.34777,79.4762,0.37782,0.00105,0.25,0.01103,0.00882,0.90329,13.6626,0.87048,4.27275e-05,4.27275e-05,4.27275e-05
1,4.12285,0.91184,81.4582,0.84002,0,0,0,0,0.51413,27.1666,0.64731,1.818e-05,1.818e-05,1.818e-05
2,7.26545,1.00402,11.9267,1.13078,0,0,0,0,0.53018,27.2406,0.63766,4.32002e-05,4.32002e-05,4.32002e-05
3,10.6158,1.62304,24.2785,1.36657,0,0,0,0,0.54816,27.1559,0.60887,6.55207e-05,6.55207e-05,6.55207e-05
4,14.1346,1.12476,13.1189,0.94287,0,0,0,0,0.58577,27.239,0.56311,8.51415e-05,8.51415e-05,8.51415e-05
5,17.4839,0.6096,88.0735,0.75917,0,0,0,0,0.61567,27.2727,0.56299,0.000102063,0.000102063,0.000102063
6,20.8004,0.24183,142.018,0.28041,0,0,0,0,0.62015,27.0711,0.51413,0.000116284,0.000116284,0.000116284
7,24.157,0.51027,77.159,0.67185,0,0,0,0,0.40474,26.9544,0.44591,0.000127805,0.000127805,0.000127805
8,27.4199,0.83059,78.9328,0.79078,0,0,0,0,0.34761,26.9007,0.42694,0.000136627,0.000136627,0.000136627
9,30.5804,0.58124,76.4214,0.59659,0,0,0,0,0.34761,26.9007,0.42694,0.000142749,0.000142749,0.000142749
10,33.7839,0.47601,145.274,0.33965,0.00013,0.16667,0.00017,8e-05,0.37076,26.8805,0.4199,0.000146172,0.000146172,0.000146172
11,36.9866,0.29617,139.942,0.2765,0.00013,0.16667,0.00017,8e-05,0.37076,26.8805,0.4199,0.000146894,0.000146894,0.000146894
12,40.1019,0.23241,139.615,0.28894,0.00451,0.66667,0.01135,0.00789,0.39385,26.9758,0.42297,0.000144917,0.000144917,0.000144917
13,43.2467,0.26865,139.05,0.27196,0.00451,0.66667,0.01135,0.00789,0.39385,26.9758,0.42297,0.000140241,0.000140241,0.000140241
14,46.4697,0.38862,139.602,0.31904,0.00587,0.66667,0.03502,0.02387,0.36996,27.2228,0.41295,0.000132864,0.000132864,0.000132864
15,49.5439,0.25882,137.993,0.29453,0.00587,0.66667,0.03502,0.02387,0.36996,27.2228,0.41295,0.000122788,0.000122788,0.000122788
16,52.735,0.27889,138.329,0.28313,0.00587,0.66667,0.03502,0.02387,0.36996,27.2228,0.41295,0.000110012,0.000110012,0.000110012
17,55.8569,0.32214,137.722,0.29674,0.00451,0.66667,0.02019,0.01284,0.36229,28.8127,0.41018,9.4536e-05,9.4536e-05,9.4536e-05
18,59.099,0.27881,137.913,0.29637,0.00451,0.66667,0.02019,0.01284,0.36229,28.8127,0.41018,7.63605e-05,7.63605e-05,7.63605e-05
19,62.2801,0.32763,138.493,0.2962,0.00451,0.66667,0.02019,0.01284,0.36229,28.8127,0.41018,5.54854e-05,5.54854e-05,5.54854e-05
20,65.4418,0.29442,137.982,0.34596,0.00177,0.5,0.01558,0.00691,0.35632,31.0503,0.41092,3.19104e-05,3.19104e-05,3.19104e-05
1,7.67755,1.19625,5.2588,1.31249,0,0,0,0,0.78022,18.908,0.8135,4e-05,4e-05,4e-05
2,13.2269,1.12825,5.31606,1.23187,0,0,0,0,0.69031,18.8635,0.76563,8.07925e-05,8.07925e-05,8.07925e-05
3,18.9239,0.86532,26.8219,0.93021,0,0,0,0,0.54439,18.7849,0.641,0.00011713,0.00011713,0.00011713
4,24.2547,1.01791,5.2416,1.12715,0,0,0,0,0.54439,18.7849,0.641,0.000149013,0.000149013,0.000149013
5,30.0102,0.89918,4.83968,1.05811,0,0,0,0,0.49199,18.7273,0.57226,0.00017644,0.00017644,0.00017644
6,35.6387,0.90392,5.04751,1.0232,0.10247,0.17143,0.15931,0.12387,0.43394,18.6636,0.53593,0.000199412,0.000199412,0.000199412
7,41.3321,0.84416,5.60282,0.99811,0.10247,0.17143,0.15931,0.12387,0.43394,18.6636,0.53593,0.00021793,0.00021793,0.00021793
8,47.4164,0.68073,15.3899,0.8399,0.10247,0.17143,0.15931,0.12387,0.43394,18.6636,0.53593,0.000231992,0.000231992,0.000231992
9,53.0406,0.83068,4.90214,0.99288,0.05551,0.73226,0.31177,0.25083,0.42987,18.6371,0.54573,0.0002416,0.0002416,0.0002416
10,58.5965,0.93164,6.02739,1.06396,0.05551,0.73226,0.31177,0.25083,0.42987,18.6371,0.54573,0.000246752,0.000246752,0.000246752
11,64.2827,0.46744,48.4387,0.52152,0.05551,0.73226,0.31177,0.25083,0.42987,18.6371,0.54573,0.00024745,0.00024745,0.00024745
12,69.5923,0.57411,37.6243,0.66906,0.05551,0.73226,0.31177,0.25083,0.42987,18.6371,0.54573,0.00022775,0.00022775,0.00022775
13,75.0374,0.54094,37.5404,0.6252,0.03035,0.92028,0.33413,0.29015,0.43446,18.4845,0.5291,0.000203,0.000203,0.000203
14,80.5722,0.61097,26.5822,0.68649,0.03035,0.92028,0.33413,0.29015,0.43446,18.4845,0.5291,0.00017825,0.00017825,0.00017825
15,86.2798,0.60507,26.4748,0.74982,0.03035,0.92028,0.33413,0.29015,0.43446,18.4845,0.5291,0.0001535,0.0001535,0.0001535
16,91.4988,0.5215,37.2527,0.61771,0.03394,0.97143,0.3044,0.25396,0.43215,18.6231,0.52655,0.00012875,0.00012875,0.00012875
17,97.1663,0.50356,37.1683,0.60948,0.03394,0.97143,0.3044,0.25396,0.43215,18.6231,0.52655,0.000104,0.000104,0.000104
18,102.623,0.49469,37.0978,0.63077,0.03394,0.97143,0.3044,0.25396,0.43215,18.6231,0.52655,7.925e-05,7.925e-05,7.925e-05
19,108.017,0.60528,26.2956,0.7018,0.03394,0.97143,0.3044,0.25396,0.43215,18.6231,0.52655,5.45e-05,5.45e-05,5.45e-05
20,113.782,0.56953,26.3536,0.71879,0.54926,0.2129,0.32939,0.2776,0.42091,18.9566,0.52523,2.975e-05,2.975e-05,2.975e-05
1,8.75642,1.19039,6.64523,1.38209,0,0,0,0,0.75012,26.2573,0.84386,4e-05,4e-05,4e-05
2,15.5684,1.08939,22.8946,1.23901,0,0,0,0,0.72546,26.2544,0.84381,8.41585e-05,8.41585e-05,8.41585e-05
3,22.7155,0.92777,37.2896,1.03031,0,0,0,0,0.6109,26.1419,0.67587,0.000127426,0.000127426,0.000127426
4,29.7118,1.0248,5.77214,1.12751,0,0,0,0,0.6109,26.1419,0.67587,0.000169802,0.000169802,0.000169802
5,37.0864,0.89002,5.2785,1.03432,0,0,0,0,0.46912,26.0205,0.56238,0.000211288,0.000211288,0.000211288
6,43.9266,0.82444,5.46862,0.97505,0.28014,0.57795,0.39221,0.32245,0.39237,25.9275,0.51271,0.000251883,0.000251883,0.000251883
7,50.9288,0.75911,6.24401,0.97874,0.28014,0.57795,0.39221,0.32245,0.39237,25.9275,0.51271,0.000291586,0.000291586,0.000291586
8,58.3562,0.64146,20.5422,0.81205,0.28014,0.57795,0.39221,0.32245,0.39237,25.9275,0.51271,0.000330399,0.000330399,0.000330399
9,65.3808,0.73164,5.26601,0.97627,0.02593,0.88333,0.46512,0.38216,0.44138,25.7879,0.53461,0.00036832,0.00036832,0.00036832
10,72.319,0.79449,6.48575,1.02247,0.02593,0.88333,0.46512,0.38216,0.44138,25.7879,0.53461,0.000405351,0.000405351,0.000405351
11,79.946,0.76195,4.61242,0.93617,0.02593,0.88333,0.46512,0.38216,0.44138,25.7879,0.53461,0.00044149,0.00044149,0.00044149
12,87.2282,0.60326,37.1069,0.74526,0.02593,0.88333,0.46512,0.38216,0.44138,25.7879,0.53461,0.00044555,0.00044555,0.00044555
13,94.4193,0.77022,21.2137,0.79679,0.82936,0.13061,0.51028,0.43245,0.41019,25.5256,0.52211,0.0004406,0.0004406,0.0004406
14,101.605,0.49847,52.3391,0.59703,0.82936,0.13061,0.51028,0.43245,0.41019,25.5256,0.52211,0.00043565,0.00043565,0.00043565
15,108.848,0.73014,21.6116,0.84009,0.82936,0.13061,0.51028,0.43245,0.41019,25.5256,0.52211,0.0004307,0.0004307,0.0004307
16,116.18,0.7384,23.0856,0.89862,0.72727,0.46154,0.6145,0.50935,0.39011,25.2868,0.5192,0.00042575,0.00042575,0.00042575
17,123.389,0.60568,20.55,0.77266,0.72727,0.46154,0.6145,0.50935,0.39011,25.2868,0.5192,0.0004208,0.0004208,0.0004208
18,130.785,0.75839,4.74645,0.91551,0.72727,0.46154,0.6145,0.50935,0.39011,25.2868,0.5192,0.00041585,0.00041585,0.00041585
19,137.957,0.75837,20.4307,0.90916,0.72727,0.46154,0.6145,0.50935,0.39011,25.2868,0.5192,0.0004109,0.0004109,0.0004109
20,145.632,0.62275,38.5872,0.7922,0.51865,0.48244,0.60024,0.50397,0.39728,25.2795,0.50241,0.00040595,0.00040595,0.00040595
21,152.571,0.76512,5.91498,0.90124,0.51865,0.48244,0.60024,0.50397,0.39728,25.2795,0.50241,0.000401,0.000401,0.000401
22,160.234,0.56403,35.5688,0.70411,0.51865,0.48244,0.60024,0.50397,0.39728,25.2795,0.50241,0.00039605,0.00039605,0.00039605
23,167.605,0.62925,22.3185,0.77556,0.55199,0.47096,0.61136,0.51869,0.39883,25.4212,0.50561,0.0003911,0.0003911,0.0003911
24,174.939,0.69436,22.236,0.91118,0.55199,0.47096,0.61136,0.51869,0.39883,25.4212,0.50561,0.00038615,0.00038615,0.00038615
25,181.948,0.76413,5.91159,0.97241,0.55199,0.47096,0.61136,0.51869,0.39883,25.4212,0.50561,0.0003812,0.0003812,0.0003812
26,189.571,0.77302,5.26213,0.93028,0.55199,0.47096,0.61136,0.51869,0.39883,25.4212,0.50561,0.00037625,0.00037625,0.00037625
27,196.731,0.66621,21.213,0.80089,0.46676,0.59556,0.64358,0.5461,0.39123,25.1967,0.51665,0.0003713,0.0003713,0.0003713
28,204.607,0.71867,5.27213,0.92942,0.46676,0.59556,0.64358,0.5461,0.39123,25.1967,0.51665,0.00036635,0.00036635,0.00036635
29,211.968,0.71289,23.2494,0.87302,0.46676,0.59556,0.64358,0.5461,0.39123,25.1967,0.51665,0.0003614,0.0003614,0.0003614
30,219.602,0.77555,27.0583,0.90603,0.46676,0.59556,0.64358,0.5461,0.39123,25.1967,0.51665,0.00035645,0.00035645,0.00035645
31,227.022,0.46762,51.9689,0.61409,0.51532,0.59785,0.66711,0.55821,0.3965,25.2971,0.51752,0.0003515,0.0003515,0.0003515
32,234.426,0.57902,39.7362,0.74707,0.51532,0.59785,0.66711,0.55821,0.3965,25.2971,0.51752,0.00034655,0.00034655,0.00034655
33,242.224,0.64199,19.8162,0.8136,0.51532,0.59785,0.66711,0.55821,0.3965,25.2971,0.51752,0.0003416,0.0003416,0.0003416
34,249.88,0.6468,20.641,0.83381,0.5883,0.74507,0.72418,0.61257,0.40624,24.988,0.52777,0.00033665,0.00033665,0.00033665
35,257.565,0.74971,3.90676,0.94222,0.5883,0.74507,0.72418,0.61257,0.40624,24.988,0.52777,0.0003317,0.0003317,0.0003317
36,264.971,0.68561,19.8578,0.80788,0.5883,0.74507,0.72418,0.61257,0.40624,24.988,0.52777,0.00032675,0.00032675,0.00032675
37,272.755,0.51422,52.4004,0.59184,0.5883,0.74507,0.72418,0.61257,0.40624,24.988,0.52777,0.0003218,0.0003218,0.0003218
38,280.681,0.56311,36.4906,0.68,0.68511,0.74371,0.79305,0.6803,0.39274,24.9671,0.5211,0.00031685,0.00031685,0.00031685
39,288.873,0.66359,21.585,0.84489,0.68511,0.74371,0.79305,0.6803,0.39274,24.9671,0.5211,0.0003119,0.0003119,0.0003119
40,297.346,0.65956,19.7035,0.81852,0.68511,0.74371,0.79305,0.6803,0.39274,24.9671,0.5211,0.00030695,0.00030695,0.00030695
41,305.165,0.69659,4.00436,0.88509,0.81676,0.6,0.79827,0.6823,0.37193,25.0715,0.5062,0.000302,0.000302,0.000302
42,312.905,0.65994,4.69994,0.88887,0.81676,0.6,0.79827,0.6823,0.37193,25.0715,0.5062,0.00029705,0.00029705,0.00029705
43,321.24,0.66001,7.09584,0.87919,0.81676,0.6,0.79827,0.6823,0.37193,25.0715,0.5062,0.0002921,0.0002921,0.0002921
44,329.396,0.60306,20.4337,0.80292,0.81676,0.6,0.79827,0.6823,0.37193,25.0715,0.5062,0.00028715,0.00028715,0.00028715
45,337.178,0.67738,3.62258,0.90261,0.76277,0.62629,0.76328,0.66105,0.34913,25.0191,0.49463,0.0002822,0.0002822,0.0002822
46,345.285,0.60873,4.70983,0.88796,0.76277,0.62629,0.76328,0.66105,0.34913,25.0191,0.49463,0.00027725,0.00027725,0.00027725
47,353.829,0.6476,4.42082,0.86076,0.76277,0.62629,0.76328,0.66105,0.34913,25.0191,0.49463,0.0002723,0.0002723,0.0002723
48,361.806,0.44386,49.7193,0.60258,0.7444,0.71667,0.79457,0.70752,0.34195,24.9282,0.48917,0.00026735,0.00026735,0.00026735
49,370.218,0.59674,7.0982,0.82473,0.7444,0.71667,0.79457,0.70752,0.34195,24.9282,0.48917,0.0002624,0.0002624,0.0002624
50,378.573,0.53472,19.057,0.76558,0.7444,0.71667,0.79457,0.70752,0.34195,24.9282,0.48917,0.00025745,0.00025745,0.00025745
1,4.51407,0.91398,41.0021,0.9945,0,0,0,0,1.21086,4.24542,1.36394,1.5e-05,1.5e-05,1.5e-05
2,7.98927,1.18014,4.64649,1.30221,0,0,0,0,1.16754,4.2025,1.30222,3.46535e-05,3.46535e-05,3.46535e-05
3,11.6203,1.09988,4.48231,1.29151,0,0,0,0,1.04176,4.13758,1.18491,5.3911e-05,5.3911e-05,5.3911e-05
4,15.052,1.07379,4.44499,1.25812,0,0,0,0,1.04176,4.13758,1.18491,7.27725e-05,7.27725e-05,7.27725e-05
5,18.5016,0.89394,4.38558,1.12402,0,0,0,0,0.77146,4.0685,1.02201,9.1238e-05,9.1238e-05,9.1238e-05
6,22.1646,0.84178,4.31019,1.03103,0,0,0,0,0.77146,4.0685,1.02201,0.000109308,0.000109308,0.000109308
7,25.7095,0.91757,4.60996,1.07855,0,0,0,0,0.70267,3.90686,0.91866,0.000126981,0.000126981,0.000126981
8,29.4738,0.83223,4.0906,1.00314,0,0,0,0,0.70267,3.90686,0.91866,0.000144259,0.000144259,0.000144259
9,33.1001,0.77482,4.37148,1.05087,0,0,0,0,0.70267,3.90686,0.91866,0.00016114,0.00016114,0.00016114
10,36.781,0.77063,4.13112,1.01344,0.1,0.01667,0.05833,0.04083,0.69859,3.89132,0.90894,0.000177626,0.000177626,0.000177626
11,40.2412,0.8143,4.13071,0.99773,0.1,0.01667,0.05833,0.04083,0.69859,3.89132,0.90894,0.000193715,0.000193715,0.000193715
12,43.7332,0.86199,4.18322,0.98717,0.1,0.01667,0.05833,0.04083,0.69859,3.89132,0.90894,0.000209408,0.000209408,0.000209408
13,47.2195,0.86056,4.25875,0.99859,0.1,0.01667,0.05833,0.04083,0.69859,3.89132,0.90894,0.000224706,0.000224706,0.000224706
14,51.0154,0.77164,3.96012,0.97496,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000239607,0.000239607,0.000239607
15,54.5698,0.78092,3.8865,0.98814,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000254113,0.000254113,0.000254113
16,58.1254,0.77185,4.05119,0.98599,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000268223,0.000268223,0.000268223
17,61.8218,0.76778,4.15683,0.97705,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000281936,0.000281936,0.000281936
18,65.7019,0.76788,4.00753,0.97403,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000295253,0.000295253,0.000295253
19,69.5964,0.71602,3.99348,0.94672,0.16654,0.67692,0.35363,0.29733,0.71634,3.76667,0.86615,0.000308175,0.000308175,0.000308175
20,73.4323,0.86963,4.06685,0.99625,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.000320701,0.000320701,0.000320701
21,77.1682,0.73248,4.68404,0.99917,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.00033283,0.00033283,0.00033283
22,81.3247,0.69525,3.88198,0.92774,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.000344564,0.000344564,0.000344564
23,85.9435,0.69366,3.70991,0.90901,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.000355901,0.000355901,0.000355901
24,89.8943,0.7582,3.73865,0.91171,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.000366843,0.000366843,0.000366843
25,94.505,0.72616,3.94048,0.87583,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.000377388,0.000377388,0.000377388
26,99.521,0.73076,3.963,0.97706,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.00037625,0.00037625,0.00037625
27,103.417,0.7668,3.6842,0.92084,0.05914,1,0.4038,0.34943,0.64194,3.41882,0.84974,0.0003713,0.0003713,0.0003713
28,107.784,0.75039,3.711,0.9177,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.00036635,0.00036635,0.00036635
29,112.352,0.70426,3.57771,0.99506,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.0003614,0.0003614,0.0003614
30,116.551,0.68554,4.05075,0.88254,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.00035645,0.00035645,0.00035645
31,121.184,0.6916,3.97565,0.93867,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.0003515,0.0003515,0.0003515
32,125.091,0.62249,3.53775,0.89668,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.00034655,0.00034655,0.00034655
33,129.13,0.67895,3.46024,0.89741,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.0003416,0.0003416,0.0003416
34,133.463,0.71369,3.69079,0.94224,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.00033665,0.00033665,0.00033665
35,137.245,0.65656,3.59062,0.92384,0.79259,0.22308,0.50878,0.45037,0.59356,2.8174,0.8305,0.0003317,0.0003317,0.0003317
36,141.105,0.66556,3.65151,0.94611,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.00032675,0.00032675,0.00032675
37,145.346,0.63277,3.32877,0.89783,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.0003218,0.0003218,0.0003218
38,149.329,0.72885,3.55028,0.96151,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.00031685,0.00031685,0.00031685
39,153.342,0.69172,3.28907,0.89062,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.0003119,0.0003119,0.0003119
40,157.282,0.60772,3.21524,0.88402,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.00030695,0.00030695,0.00030695
41,161.114,0.62743,3.2648,0.88979,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.000302,0.000302,0.000302
42,165.228,0.69723,3.44398,0.8956,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.00029705,0.00029705,0.00029705
43,168.889,0.68489,3.35409,0.91895,0.69672,0.37692,0.62439,0.55241,0.57408,2.37789,0.8174,0.0002921,0.0002921,0.0002921
44,172.603,0.67711,3.91244,0.92007,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.00028715,0.00028715,0.00028715
45,176.249,0.67557,3.49206,0.95709,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.0002822,0.0002822,0.0002822
46,180.09,0.63267,3.31166,0.89843,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.00027725,0.00027725,0.00027725
47,183.956,0.58212,3.0626,0.85517,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.0002723,0.0002723,0.0002723
48,187.6,0.57985,3.18114,0.88165,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.00026735,0.00026735,0.00026735
49,191.401,0.67294,3.10112,0.89777,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.0002624,0.0002624,0.0002624
50,195.259,0.65371,3.27539,0.84294,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.00025745,0.00025745,0.00025745
51,199.059,0.63853,3.21179,0.83457,0.72213,0.5909,0.63875,0.56492,0.57711,2.11226,0.81508,0.0002525,0.0002525,0.0002525
52,202.96,0.60396,3.10753,0.85508,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.00024755,0.00024755,0.00024755
53,206.844,0.57627,2.92152,0.85104,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.0002426,0.0002426,0.0002426
