epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,210.707,0.58587,2.99011,0.84085,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.00023765,0.00023765,0.00023765
55,214.458,0.63206,3.17116,0.87974,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.0002327,0.0002327,0.0002327
56,218.389,0.59122,3.37369,0.88001,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.00022775,0.00022775,0.00022775
57,222.247,0.5815,3.13195,0.88898,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.0002228,0.0002228,0.0002228
58,226.315,0.63699,3.01633,0.87399,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.00021785,0.00021785,0.00021785
59,229.981,0.65258,3.05903,0.93653,0.79262,0.5648,0.77847,0.71268,0.52957,1.94594,0.8065,0.0002129,0.0002129,0.0002129
60,233.903,0.67879,3.06175,0.94264,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.00020795,0.00020795,0.00020795
61,238.044,0.57,2.7227,0.88214,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.000203,0.000203,0.000203
62,241.804,0.61009,3.07461,0.86038,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.00019805,0.00019805,0.00019805
63,245.499,0.56141,3.03521,0.88904,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.0001931,0.0001931,0.0001931
64,249.608,0.64224,3.07052,0.86804,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.00018815,0.00018815,0.00018815
65,253.562,0.62077,2.95756,0.86343,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.0001832,0.0001832,0.0001832
66,257.25,0.63189,3.30444,0.89283,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.00017825,0.00017825,0.00017825
67,261.198,0.52784,3.0201,0.85353,0.81253,0.54707,0.8039,0.736,0.50522,1.83218,0.80805,0.0001733,0.0001733,0.0001733
68,264.967,0.57781,2.89138,0.83579,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.00016835,0.00016835,0.00016835
69,268.712,0.54309,2.83145,0.88618,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.0001634,0.0001634,0.0001634
70,272.692,0.63329,2.80216,0.93165,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.00015845,0.00015845,0.00015845
71,276.388,0.60905,3.40771,0.92447,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.0001535,0.0001535,0.0001535
72,280.132,0.58266,2.76942,0.87407,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.00014855,0.00014855,0.00014855
73,283.889,0.48636,4.34807,0.86368,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.0001436,0.0001436,0.0001436
74,287.823,0.56245,2.73133,0.852,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.00013865,0.00013865,0.00013865
75,291.602,0.61445,2.67348,0.91418,0.44621,0.81523,0.84066,0.77015,0.51948,1.78885,0.81021,0.0001337,0.0001337,0.0001337
76,295.336,0.65336,2.84203,0.92986,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.00012875,0.00012875,0.00012875
77,298.986,0.60862,2.8789,0.90287,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.0001238,0.0001238,0.0001238
78,302.72,0.55339,2.94887,0.8797,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.00011885,0.00011885,0.00011885
79,306.563,0.56122,2.60707,0.8452,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.0001139,0.0001139,0.0001139
80,310.815,0.54829,3.09398,0.91486,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.00010895,0.00010895,0.00010895
81,314.568,0.61577,2.59321,0.88762,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,0.000104,0.000104,0.000104
82,318.396,0.6313,2.91119,0.91736,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,9.905e-05,9.905e-05,9.905e-05
83,322.162,0.56709,2.72101,0.86323,0.59521,0.88356,0.84115,0.76508,0.52361,1.75269,0.81166,9.41e-05,9.41e-05,9.41e-05
84,326.078,0.56129,2.61686,0.86675,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,8.915e-05,8.915e-05,8.915e-05
85,330.124,0.54924,2.83503,0.84517,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,8.42e-05,8.42e-05,8.42e-05
86,333.86,0.42598,48.8286,0.64596,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,7.925e-05,7.925e-05,7.925e-05
87,337.524,0.56117,3.34222,0.91494,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,7.43e-05,7.43e-05,7.43e-05
88,341.244,0.5108,2.48751,0.85062,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,6.935e-05,6.935e-05,6.935e-05
89,345.168,0.58817,2.72593,0.89785,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,6.44e-05,6.44e-05,6.44e-05
90,349.061,0.56444,2.81872,0.87205,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,5.945e-05,5.945e-05,5.945e-05
91,352.736,0.6725,3.3137,0.84986,0.69943,0.79996,0.8428,0.77657,0.51461,1.7077,0.81313,5.45e-05,5.45e-05,5.45e-05
92,356.595,0.54769,3.16626,0.86192,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,4.955e-05,4.955e-05,4.955e-05
93,360.247,0.52674,2.8378,0.82546,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,4.46e-05,4.46e-05,4.46e-05
94,364.212,0.59384,3.11708,0.86986,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,3.965e-05,3.965e-05,3.965e-05
95,368.407,0.44355,25.2692,0.62761,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,3.47e-05,3.47e-05,3.47e-05
96,372.123,0.51815,2.96143,0.83185,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,2.975e-05,2.975e-05,2.975e-05
97,375.758,0.54812,2.78336,0.87933,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,2.48e-05,2.48e-05,2.48e-05
98,379.645,0.63215,3.0853,0.90438,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,1.985e-05,1.985e-05,1.985e-05
99,383.512,0.59883,2.91732,0.88557,0.7041,0.79615,0.84829,0.77795,0.51632,1.71109,0.81347,1.49e-05,1.49e-05,1.49e-05
100,387.319,0.60851,2.98006,0.91296,0.70152,0.8,0.85713,0.78153,0.53481,1.69459,0.81943,9.95e-06,9.95e-06,9.95e-06
1,7.19817,1.21457,4.49094,1.30114,0,0,0,0,1.25578,4.19409,1.41433,2.5e-05,2.5e-05,2.5e-05
2,12.4281,1.26547,4.52607,1.29468,0,0,0,0,1.13365,4.06582,1.22027,5.44555e-05,5.44555e-05,5.44555e-05
3,17.9403,1.04956,4.39023,1.18671,0,0,0,0,0.81517,3.95443,0.99493,8.3317e-05,8.3317e-05,8.3317e-05
4,23.2995,0.89413,4.29881,1.09449,0,0,0,0,0.81517,3.95443,0.99493,0.000111585,0.000111585,0.000111585
5,28.7506,0.77039,4.15951,0.98613,0,0,0,0,0.69178,3.85637,0.87565,0.000139258,0.000139258,0.000139258
6,33.9519,0.77673,4.14077,0.98913,0,0,0,0,0.69178,3.85637,0.87565,0.000166338,0.000166338,0.000166338
7,39.3458,0.68196,4.09839,0.97587,0.14,0.06111,0.10292,0.08841,0.59067,3.77883,0.81658,0.000192823,0.000192823,0.000192823
8,44.6189,0.76415,4.06744,1.00515,0.14,0.06111,0.10292,0.08841,0.59067,3.77883,0.81658,0.000218715,0.000218715,0.000218715
9,49.9284,0.71399,3.9791,0.93124,0.20957,0.73232,0.4555,0.38305,0.53724,3.67049,0.80726,0.000244012,0.000244012,0.000244012
10,55.2569,0.66535,3.73833,0.91234,0.20957,0.73232,0.4555,0.38305,0.53724,3.67049,0.80726,0.000268715,0.000268715,0.000268715
11,60.5861,0.67389,3.70141,0.93197,0.20957,0.73232,0.4555,0.38305,0.53724,3.67049,0.80726,0.000292825,0.000292825,0.000292825
12,65.9895,0.70823,3.87508,0.9381,0.20957,0.73232,0.4555,0.38305,0.53724,3.67049,0.80726,0.00031634,0.00031634,0.00031634
13,71.6896,0.76427,3.76699,0.9527,0.20957,0.73232,0.4555,0.38305,0.53724,3.67049,0.80726,0.000339262,0.000339262,0.000339262
14,77.1248,0.65368,3.51262,0.91763,0.06463,0.95,0.39061,0.33315,0.56483,3.34925,0.79416,0.000361589,0.000361589,0.000361589
15,82.9069,0.61267,3.49028,0.89458,0.06463,0.95,0.39061,0.33315,0.56483,3.34925,0.79416,0.000383323,0.000383323,0.000383323
16,88.4272,0.68,3.49744,0.92197,0.06463,0.95,0.39061,0.33315,0.56483,3.34925,0.79416,0.000404463,0.000404463,0.000404463
17,93.7712,0.68103,3.59478,0.91866,0.06463,0.95,0.39061,0.33315,0.56483,3.34925,0.79416,0.0004208,0.0004208,0.0004208
18,99.1027,0.64293,3.56344,0.89213,0.06463,0.95,0.39061,0.33315,0.56483,3.34925,0.79416,0.00041585,0.00041585,0.00041585
19,104.502,0.65632,3.35423,0.89863,0.86386,0.29502,0.67939,0.58443,0.57499,2.52891,0.79586,0.0004109,0.0004109,0.0004109
20,109.94,0.67433,3.29958,0.89922,0.86386,0.29502,0.67939,0.58443,0.57499,2.52891,0.79586,0.00040595,0.00040595,0.00040595
21,115.315,0.58384,3.26321,0.8925,0.86386,0.29502,0.67939,0.58443,0.57499,2.52891,0.79586,0.000401,0.000401,0.000401
22,120.89,0.63188,3.29633,0.87665,0.86386,0.29502,0.67939,0.58443,0.57499,2.52891,0.79586,0.00039605,0.00039605,0.00039605
23,126.345,0.66743,3.30967,0.95873,0.86386,0.29502,0.67939,0.58443,0.57499,2.52891,0.79586,0.0003911,0.0003911,0.0003911
24,132.215,0.56977,3.26159,0.88047,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.00038615,0.00038615,0.00038615
25,137.767,0.62564,3.06875,0.87903,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.0003812,0.0003812,0.0003812
26,143.229,0.63996,3.05765,0.87734,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.00037625,0.00037625,0.00037625
27,149.03,0.61489,3.10021,0.88237,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.0003713,0.0003713,0.0003713
28,154.728,0.62371,3.02435,0.87515,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.00036635,0.00036635,0.00036635
29,160.226,0.61475,3.05173,0.88703,0.74261,0.59746,0.68167,0.5903,0.54232,1.89429,0.77903,0.0003614,0.0003614,0.0003614
30,165.851,0.61125,2.89844,0.86459,0.74498,0.69622,0.76656,0.67834,0.53778,1.65921,0.78029,0.00035645,0.00035645,0.00035645
31,171.621,0.62471,2.95389,0.89336,0.74498,0.69622,0.76656,0.67834,0.53778,1.65921,0.78029,0.0003515,0.0003515,0.0003515
32,177.402,0.63753,2.90385,0.87082,0.74498,0.69622,0.76656,0.67834,0.53778,1.65921,0.78029,0.00034655,0.00034655,0.00034655
33,183.186,0.66201,2.96715,0.89416,0.74498,0.69622,0.76656,0.67834,0.53778,1.65921,0.78029,0.0003416,0.0003416,0.0003416
34,188.814,0.59867,2.82771,0.8681,0.74498,0.69622,0.76656,0.67834,0.53778,1.65921,0.78029,0.00033665,0.00033665,0.00033665
35,194.755,0.58295,2.81938,0.86073,0.67966,0.796,0.82846,0.72493,0.54163,1.4828,0.78261,0.0003317,0.0003317,0.0003317
36,200.404,0.56701,2.58486,0.84983,0.67966,0.796,0.82846,0.72493,0.54163,1.4828,0.78261,0.00032675,0.00032675,0.00032675
37,206.013,0.58816,2.61929,0.87521,0.67966,0.796,0.82846,0.72493,0.54163,1.4828,0.78261,0.0003218,0.0003218,0.0003218
38,211.772,0.60152,2.77184,0.87826,0.67966,0.796,0.82846,0.72493,0.54163,1.4828,0.78261,0.00031685,0.00031685,0.00031685
39,217.346,0.57302,2.67087,0.90886,0.67966,0.796,0.82846,0.72493,0.54163,1.4828,0.78261,0.0003119,0.0003119,0.0003119
40,223.21,0.55254,2.65301,0.83373,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.00030695,0.00030695,0.00030695
41,229.219,0.59467,2.56486,0.8686,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.000302,0.000302,0.000302
42,235.083,0.55582,2.53088,0.85289,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.00029705,0.00029705,0.00029705
43,240.991,0.55805,2.50752,0.85893,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.0002921,0.0002921,0.0002921
44,246.668,0.53859,2.61733,0.88019,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.00028715,0.00028715,0.00028715
45,252.418,0.62594,2.59875,0.85543,0.84238,0.76061,0.83618,0.75046,0.49934,1.3906,0.78501,0.0002822,0.0002822,0.0002822
46,258.273,0.53456,2.37742,0.83885,0.86363,0.76747,0.83548,0.7597,0.49397,1.33703,0.7844,0.00027725,0.00027725,0.00027725
47,264.152,0.61313,2.3796,0.87711,0.86363,0.76747,0.83548,0.7597,0.49397,1.33703,0.7844,0.0002723,0.0002723,0.0002723
48,270.216,0.57231,2.36052,0.84909,0.86363,0.76747,0.83548,0.7597,0.49397,1.33703,0.7844,0.00026735,0.00026735,0.00026735
49,276.197,0.57066,2.38434,0.85893,0.86363,0.76747,0.83548,0.7597,0.49397,1.33703,0.7844,0.0002624,0.0002624,0.0002624
50,282.15,0.56381,2.42812,0.86949,0.86363,0.76747,0.83548,0.7597,0.49397,1.33703,0.7844,0.00025745,0.00025745,0.00025745
51,288.251,0.56282,2.32886,0.85088,0.77091,0.89091,0.8217,0.74469,0.48304,1.34978,0.7824,0.0002525,0.0002525,0.0002525
52,294.388,0.59155,2.30274,0.869,0.77091,0.89091,0.8217,0.74469,0.48304,1.34978,0.7824,0.00024755,0.00024755,0.00024755
53,300.435,0.60176,2.31537,0.93406,0.77091,0.89091,0.8217,0.74469,0.48304,1.34978,0.7824,0.0002426,0.0002426,0.0002426
54,306.234,0.56477,2.33862,0.88066,0.77091,0.89091,0.8217,0.74469,0.48304,1.34978,0.7824,0.00023765,0.00023765,0.00023765
55,311.902,0.54566,2.34731,0.88007,0.77091,0.89091,0.8217,0.74469,0.48304,1.34978,0.7824,0.0002327,0.0002327,0.0002327
56,317.895,0.55859,2.37226,0.84971,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.00022775,0.00022775,0.00022775
57,323.758,0.55505,2.19349,0.85233,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.0002228,0.0002228,0.0002228
58,329.697,0.48957,2.18279,0.84017,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.00021785,0.00021785,0.00021785
59,335.618,0.55038,2.20888,0.84996,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.0002129,0.0002129,0.0002129
60,341.342,0.52965,2.23855,0.89587,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.00020795,0.00020795,0.00020795
61,347.084,0.53823,2.1072,0.83786,0.78113,0.89091,0.81587,0.74063,0.46927,1.31903,0.77958,0.000203,0.000203,0.000203
62,352.846,0.57662,2.16421,0.8422,0.84579,0.88292,0.81424,0.75214,0.44663,1.28532,0.77585,0.00019805,0.00019805,0.00019805
63,358.718,0.52089,2.07602,0.8417,0.84579,0.88292,0.81424,0.75214,0.44663,1.28532,0.77585,0.0001931,0.0001931,0.0001931
64,364.557,0.55152,2.03785,0.89226,0.84579,0.88292,0.81424,0.75214,0.44663,1.28532,0.77585,0.00018815,0.00018815,0.00018815
65,370.463,0.49812,1.95888,0.84348,0.84579,0.88292,0.81424,0.75214,0.44663,1.28532,0.77585,0.0001832,0.0001832,0.0001832
66,376.355,0.52699,2.07335,0.8486,0.84579,0.88292,0.81424,0.75214,0.44663,1.28532,0.77585,0.00017825,0.00017825,0.00017825
67,382.1,0.47892,2.0364,0.84629,0.85702,0.8849,0.81084,0.74527,0.44187,1.22678,0.77209,0.0001733,0.0001733,0.0001733
68,387.877,0.5002,1.99914,0.85759,0.85702,0.8849,0.81084,0.74527,0.44187,1.22678,0.77209,0.00016835,0.00016835,0.00016835
69,393.689,0.54484,1.95415,0.8382,0.85702,0.8849,0.81084,0.74527,0.44187,1.22678,0.77209,0.0001634,0.0001634,0.0001634
70,399.488,0.51584,1.93429,0.84494,0.85702,0.8849,0.81084,0.74527,0.44187,1.22678,0.77209,0.00015845,0.00015845,0.00015845
71,405.536,0.51736,2.03668,0.86588,0.85702,0.8849,0.81084,0.74527,0.44187,1.22678,0.77209,0.0001535,0.0001535,0.0001535
72,411.761,0.51606,1.91446,0.83149,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.00014855,0.00014855,0.00014855
73,417.518,0.54518,2.03506,0.87373,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.0001436,0.0001436,0.0001436
74,423.498,0.48345,1.94943,0.84065,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.00013865,0.00013865,0.00013865
75,429.474,0.45887,1.95234,0.8469,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.0001337,0.0001337,0.0001337
76,435.361,0.46851,1.8668,0.82182,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.00012875,0.00012875,0.00012875
77,441.206,0.535,1.86179,0.84742,0.88029,0.85362,0.81797,0.74845,0.43593,1.19023,0.77065,0.0001238,0.0001238,0.0001238
78,447.024,0.50087,1.90382,0.88063,0.86821,0.86191,0.82097,0.7665,0.42145,1.16047,0.77063,0.00011885,0.00011885,0.00011885
79,452.832,0.51589,1.89168,0.87191,0.86821,0.86191,0.82097,0.7665,0.42145,1.16047,0.77063,0.0001139,0.0001139,0.0001139
80,458.601,0.46982,1.86996,0.84743,0.86821,0.86191,0.82097,0.7665,0.42145,1.16047,0.77063,0.00010895,0.00010895,0.00010895
81,464.578,0.52142,1.93203,0.8892,0.86821,0.86191,0.82097,0.7665,0.42145,1.16047,0.77063,0.000104,0.000104,0.000104
82,470.362,0.49654,1.87923,0.83438,0.86821,0.86191,0.82097,0.7665,0.42145,1.16047,0.77063,9.905e-05,9.905e-05,9.905e-05
83,476.216,0.55,1.78405,0.83636,0.85018,0.86328,0.81098,0.7528,0.42927,1.13423,0.77172,9.41e-05,9.41e-05,9.41e-05
84,482.031,0.47836,1.78565,0.85375,0.85018,0.86328,0.81098,0.7528,0.42927,1.13423,0.77172,8.915e-05,8.915e-05,8.915e-05
85,487.825,0.49498,1.70108,0.81121,0.85018,0.86328,0.81098,0.7528,0.42927,1.13423,0.77172,8.42e-05,8.42e-05,8.42e-05
86,493.722,0.49494,1.79406,0.83608,0.85018,0.86328,0.81098,0.7528,0.42927,1.13423,0.77172,7.925e-05,7.925e-05,7.925e-05
87,499.573,0.4814,1.82159,0.84099,0.85018,0.86328,0.81098,0.7528,0.42927,1.13423,0.77172,7.43e-05,7.43e-05,7.43e-05
88,505.614,0.48172,1.8049,0.83342,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,6.935e-05,6.935e-05,6.935e-05
89,511.599,0.4913,1.76437,0.83832,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,6.44e-05,6.44e-05,6.44e-05
90,518.007,0.51654,1.82539,0.86664,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,5.945e-05,5.945e-05,5.945e-05
91,523.923,0.47018,1.80133,0.83307,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,5.45e-05,5.45e-05,5.45e-05
92,529.69,0.50828,1.91024,0.8426,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,4.955e-05,4.955e-05,4.955e-05
93,535.758,0.48784,1.92377,0.81613,0.84445,0.86457,0.81259,0.75488,0.42926,1.12753,0.77148,4.46e-05,4.46e-05,4.46e-05
94,541.812,0.47615,1.88969,0.86103,0.84174,0.85556,0.81126,0.75549,0.42633,1.06803,0.77047,3.965e-05,3.965e-05,3.965e-05
95,547.506,0.52415,1.90891,0.83097,0.84174,0.85556,0.81126,0.75549,0.42633,1.06803,0.77047,3.47e-05,3.47e-05,3.47e-05
96,553.232,0.47916,1.85851,0.84104,0.84174,0.85556,0.81126,0.75549,0.42633,1.06803,0.77047,2.975e-05,2.975e-05,2.975e-05
97,559.081,0.46964,1.82997,0.8401,0.84174,0.85556,0.81126,0.75549,0.42633,1.06803,0.77047,2.48e-05,2.48e-05,2.48e-05
98,564.93,0.49723,1.89851,0.81132,0.84174,0.85556,0.81126,0.75549,0.42633,1.06803,0.77047,1.985e-05,1.985e-05,1.985e-05
99,570.683,0.50804,1.92732,0.86273,0.84989,0.86667,0.81277,0.75183,0.4241,1.05515,0.77065,1.49e-05,1.49e-05,1.49e-05
100,576.387,0.4955,1.8706,0.84948,0.84989,0.86667,0.81277,0.75183,0.4241,1.05515,0.77065,9.95e-06,9.95e-06,9.95e-06
1,8.68519,1.21824,4.48462,1.25272,0,0,0,0,1.23862,4.15178,1.37008,3.5e-05,3.5e-05,3.5e-05
2,15.5134,1.09451,4.37679,1.23103,0,0,0,0,1.03706,4.04483,1.16795,7.42575e-05,7.42575e-05,7.42575e-05
3,22.6096,0.8564,4.19664,1.03177,0,0,0,0,0.75487,3.94291,0.96543,0.000112723,0.000112723,0.000112723
4,29.6106,0.79446,4.15401,0.99736,0,0,0,0,0.6508,3.83253,0.87146,0.000150396,0.000150396,0.000150396
5,36.4085,0.76839,4.06877,0.97509,0,0,0,0,0.59547,3.76765,0.82251,0.000187278,0.000187278,0.000187278
6,44.1323,0.67439,3.91251,0.93421,0,0,0,0,0.59547,3.76765,0.82251,0.000223368,0.000223368,0.000223368
7,51.6083,0.69468,3.87452,0.93389,0.20134,0.78667,0.50164,0.42601,0.55234,3.6597,0.79999,0.000258665,0.000258665,0.000258665
8,59.3305,0.65109,3.68865,0.90469,0.20134,0.78667,0.50164,0.42601,0.55234,3.6597,0.79999,0.000293171,0.000293171,0.000293171
9,66.5876,0.68856,3.66822,0.89735,0.20134,0.78667,0.50164,0.42601,0.55234,3.6597,0.79999,0.000326884,0.000326884,0.000326884
10,73.8561,0.64937,3.69041,0.90259,0.07204,1,0.56409,0.49213,0.50086,3.28231,0.78024,0.000359805,0.000359805,0.000359805
11,80.951,0.6006,3.54722,0.91372,0.07204,1,0.56409,0.49213,0.50086,3.28231,0.78024,0.000391935,0.000391935,0.000391935
12,88.2643,0.61158,3.52875,0.88437,0.07204,1,0.56409,0.49213,0.50086,3.28231,0.78024,0.000423272,0.000423272,0.000423272
13,95.2508,0.6376,3.50991,0.89899,0.07204,1,0.56409,0.49213,0.50086,3.28231,0.78024,0.0004406,0.0004406,0.0004406
14,102.427,0.60954,3.48768,0.88794,0.81944,0.43097,0.59087,0.5154,0.58261,2.44412,0.80276,0.00043565,0.00043565,0.00043565
15,109.233,0.68341,3.20736,0.88876,0.81944,0.43097,0.59087,0.5154,0.58261,2.44412,0.80276,0.0004307,0.0004307,0.0004307
16,115.973,0.67507,3.22239,0.8913,0.81944,0.43097,0.59087,0.5154,0.58261,2.44412,0.80276,0.00042575,0.00042575,0.00042575
17,122.717,0.65952,3.16446,0.88336,0.81944,0.43097,0.59087,0.5154,0.58261,2.44412,0.80276,0.0004208,0.0004208,0.0004208
18,129.525,0.70489,3.35864,0.93478,0.51412,0.59667,0.70286,0.60281,0.56628,1.93213,0.802,0.00041585,0.00041585,0.00041585
19,136.504,0.56306,2.99702,0.85622,0.51412,0.59667,0.70286,0.60281,0.56628,1.93213,0.802,0.0004109,0.0004109,0.0004109
20,143.243,0.61373,2.89256,0.88097,0.51412,0.59667,0.70286,0.60281,0.56628,1.93213,0.802,0.00040595,0.00040595,0.00040595
21,149.976,0.57348,2.94631,0.87913,0.51412,0.59667,0.70286,0.60281,0.56628,1.93213,0.802,0.000401,0.000401,0.000401
22,156.794,0.6548,2.95615,0.87914,0.55212,0.7,0.78066,0.68929,0.51655,1.5374,0.79349,0.00039605,0.00039605,0.00039605
23,163.536,0.61106,2.75888,0.87374,0.55212,0.7,0.78066,0.68929,0.51655,1.5374,0.79349,0.0003911,0.0003911,0.0003911
24,170.372,0.56175,2.6996,0.87246,0.55212,0.7,0.78066,0.68929,0.51655,1.5374,0.79349,0.00038615,0.00038615,0.00038615
25,177.173,0.63652,2.75758,0.90492,0.55212,0.7,0.78066,0.68929,0.51655,1.5374,0.79349,0.0003812,0.0003812,0.0003812
26,184.06,0.60189,2.70794,0.88382,0.59699,0.88808,0.80265,0.71625,0.49435,1.3713,0.78251,0.00037625,0.00037625,0.00037625
27,191.356,0.61503,2.65934,0.92363,0.59699,0.88808,0.80265,0.71625,0.49435,1.3713,0.78251,0.0003713,0.0003713,0.0003713
28,199.245,0.58485,2.5475,0.85905,0.59699,0.88808,0.80265,0.71625,0.49435,1.3713,0.78251,0.00036635,0.00036635,0.00036635
29,206.815,0.62206,2.55698,0.86408,0.59699,0.88808,0.80265,0.71625,0.49435,1.3713,0.78251,0.0003614,0.0003614,0.0003614
30,215.218,0.59275,2.46841,0.88434,0.84245,0.86408,0.82236,0.74302,0.48305,1.26905,0.7909,0.00035645,0.00035645,0.00035645
31,223.373,0.56401,2.37486,0.88721,0.84245,0.86408,0.82236,0.74302,0.48305,1.26905,0.7909,0.0003515,0.0003515,0.0003515
32,231.794,0.52326,2.31675,0.85605,0.84245,0.86408,0.82236,0.74302,0.48305,1.26905,0.7909,0.00034655,0.00034655,0.00034655
33,239.628,0.55124,2.3439,0.85021,0.84245,0.86408,0.82236,0.74302,0.48305,1.26905,0.7909,0.0003416,0.0003416,0.0003416
34,247.39,0.59614,2.38556,0.88654,0.86987,0.88854,0.84626,0.77153,0.49344,1.23634,0.7951,0.00033665,0.00033665,0.00033665
35,255.019,0.57573,2.2392,0.89355,0.86987,0.88854,0.84626,0.77153,0.49344,1.23634,0.7951,0.0003317,0.0003317,0.0003317
36,262.164,0.56244,2.26866,0.88198,0.86987,0.88854,0.84626,0.77153,0.49344,1.23634,0.7951,0.00032675,0.00032675,0.00032675
37,269.368,0.5517,2.168,0.87124,0.86987,0.88854,0.84626,0.77153,0.49344,1.23634,0.7951,0.0003218,0.0003218,0.0003218
38,276.701,0.55809,2.1767,0.88067,0.87541,0.89643,0.84739,0.77533,0.48294,1.20385,0.78876,0.00031685,0.00031685,0.00031685
39,284.19,0.53313,2.04143,0.87458,0.87541,0.89643,0.84739,0.77533,0.48294,1.20385,0.78876,0.0003119,0.0003119,0.0003119
40,291.635,0.59976,2.17484,0.87941,0.87541,0.89643,0.84739,0.77533,0.48294,1.20385,0.78876,0.00030695,0.00030695,0.00030695
41,298.839,0.59024,2.13345,0.90128,0.87541,0.89643,0.84739,0.77533,0.48294,1.20385,0.78876,0.000302,0.000302,0.000302
